form,block,item,code_unit,type,pu_type,codeId,numLines,parseStatus
XSIM2,BLK5_TSI_ITM,SIIT_QTY,POST-CHANGE,TRIGGER,,442,6,true
XSIM2,BLK5_TSI_ITM,LOV_SIIT_UOM,WHEN-BUTTON-PRESSED,TRIGGER,,445,19,true
XSIM2,BLK5_TSI_ITM,LOV_CASENO,WHEN-BUTTON-PRESSED,TRIGGER,,437,20,true
XSIM2,BLK5_TSI_ITM,LOV_SIIT_HARMONCOD,WHEN-BUTTON-PRESSED,TRIGGER,,440,19,true
XSIM2,BLK5_TSI_ITM,LOV_SIIT_TYP,WHEN-BUTTON-PRESSED,TRIGGER,,453,19,true
XSIM2,BLK5_TSI_ITM,SIIT_ITMDES,KEY-ENTER,TRIGGER,,456,2,true
XSIM2,BLK5_TSI_ITM,SIIT_ITMDES,KEY-NEXT-ITEM,TRIGGER,,455,2,true
XSIM2,BLK5_TSI_ITM,SIIT_ITMDES,KEY-PREV-ITEM,TRIGGER,,457,2,true
XSIM2,BLK5_TSI_ITM,SIIT_ITMPRC,POST-CHANGE,TRIGGER,,447,6,true
XSIM2,BLK5_TSI_ITM,SIIT_ITMNUM,POST-CHANGE,TRIGGER,,424,84,true
XSIM2,BLK5_TSI_ITM,SIIT_SUPCOD,PRE-TEXT-ITEM,TRIGGER,,428,2,true
XSIM2,BLK5_TSI_ITM,SIIT_SUPCOD,POST-TEXT-ITEM,TRIGGER,,427,30,true
XSIM2,BLK5_TSI_ITM,CASE_NO,PRE-TEXT-ITEM,TRIGGER,,435,2,true
XSIM2,BLK5_TSI_ITM,CASE_NO,POST-TEXT-ITEM,TRIGGER,,434,13,true
XSIM2,BLK5_TSI_ITM,LOV_SIIT_SUPCOD,WHEN-BUTTON-PRESSED,TRIGGER,,430,45,true
XSIM2,BLK6_CONTROL,BLK6_EXIT,WHEN-BUTTON-PRESSED,TRIGGER,,496,9,true
XSIM2,BLK6_CONTROL,PRT_SELUNPRT,WHEN-BUTTON-PRESSED,TRIGGER,,492,29,true
XSIM2,BLK6_CONTROL,PRT_DESEL,WHEN-BUTTON-PRESSED,TRIGGER,,494,16,true
XSIM2,BLK6_CONTROL,PRT_SELALL,WHEN-BUTTON-PRESSED,TRIGGER,,490,40,true
XSIM2,BLK6_CONTROL,PRT_EXCEL,WHEN-BUTTON-PRESSED,TRIGGER,,488,226,true
XSIM2,BLK6_UPDLST,SIMS_SNDDAT,POST-TEXT-ITEM,TRIGGER,,510,8,true
XSIM2,BLK6_UPDLST,SIMS_SNDDAT,POST-CHANGE,TRIGGER,,509,0,true
XSIM2,BLK6_UPDLST,SIMS_SNDDAT,PRE-TEXT-ITEM,TRIGGER,,508,0,true
XSIM2,BLK6_UPDLST,SIMS_PRT,WHEN-CHECKBOX-CHANGED,TRIGGER,,502,8,true
XSIM2,REMARK_BLK,MPRM_RMKCOD,POST-CHANGE,TRIGGER,,617,2,true
XSIM2,REMARK_BLK,REMARK_CANCEL,WHEN-BUTTON-PRESSED,TRIGGER,,614,14,true
XSIM2,REMARK_BLK,REMARK_RESET,WHEN-BUTTON-PRESSED,TRIGGER,,612,2,true
XSIM2,REMARK_BLK,REMARK_OK,WHEN-BUTTON-PRESSED,TRIGGER,,610,119,true
XSIM2,REMARK_BLK,MPRM_DES,POST-CHANGE,TRIGGER,,596,2,true
XSIM2,REMARK_BLK,BLK3_MPRM,WHEN-BUTTON-PRESSED,TRIGGER,,598,21,true
XSIM2,REMARK_BLK,REMARK_LOV_SIMS_INVNO,WHEN-BUTTON-PRESSED,TRIGGER,,591,22,true
XSIM2,REMARK_BLK,SIMS_INVNO,POST-CHANGE,TRIGGER,,589,2,true
XSIM2,ITMRMK_BLK,REMARK_RESET,WHEN-BUTTON-PRESSED,TRIGGER,,626,2,true
XSIM2,ITMRMK_BLK,REMARK_OK,WHEN-BUTTON-PRESSED,TRIGGER,,624,19,true
XSIM2,ITMRMK_BLK,REMARK_CANCEL,WHEN-BUTTON-PRESSED,TRIGGER,,628,3,true
XSIM2,ITMRMK_BLK,BLK3_MPRM,WHEN-BUTTON-PRESSED,TRIGGER,,622,21,true
XSIM2,PRINT_BLK,LIST_DES,POST-CHANGE,TRIGGER,,634,2,true
XSIM2,PRINT_BLK,PRINT_OK,WHEN-BUTTON-PRESSED,TRIGGER,,644,31,true
XSIM2,PRINT_BLK,PRINT_RESET,WHEN-BUTTON-PRESSED,TRIGGER,,646,2,true
XSIM2,PRINT_BLK,PRINT_CANCEL,WHEN-BUTTON-PRESSED,TRIGGER,,648,2,true
XSIM2,PRINT_BLK,PRINT_LOV_SIMS_INVNO_FROM,WHEN-BUTTON-PRESSED,TRIGGER,,637,21,true
XSIM2,PRINT_BLK,PRINT_LOV_SIMS_INVNO_TO,WHEN-BUTTON-PRESSED,TRIGGER,,641,21,true
