FormName,BlockName,ItemName,ItemType,DBDataType,FormDataType,CaseRestriction,DatabaseItem,FormatMask,CalculateMode,SummaryBlockName,SummaryItemName,SummaryFunction,i.Label,i.Visible,i.CanvasName,i.MaximumLength,i.Required,i.Width,i.Height,i.triggerAlias
XSIM2,WORK_ITEM,W_FIRST_ITEM,None,None,None,None,,,,,,,,,,50,,,,
XSIM2,WORK_ITEM,W_BLK3_COPY,None,None,None,None,,,,,,,,,,1,,,,
XSIM2,WORK_ITEM,W_CALL_FORM,None,None,None,None,,,,,,,,,,1,,,,
XSIM2,WORK_ITEM,W_DISPLAY_WIDTH,None,None,Number,None,,,,,,,,,,,,,,
XSIM2,WORK_ITEM,W_DISPLAY_HEIGHT,None,None,Number,None,,,,,,,,,,,,,,
XSIM2,WORK_ITEM,W_FORM_ID,None,None,None,None,,,,,,,,,,,,,,
XSIM2,WORK_ITEM,W_USER,None,None,None,None,,,,,,,,,,,,,,
XSIM2,WORK_ITEM,W_TABLE_NAME,None,None,None,None,,,,,,,,,,,,,,
XSIM2,WORK_ITEM,W_DATE,None,None,Datetime,None,,,,,,,,,,,,,,
XSIM2,WORK_ITEM,W_SYSTEM_NAME,None,None,None,None,,,,,,,,,,40,,,,
XSIM2,WORK_ITEM,W_REC_NO_BLK1,None,None,Integer,None,,,,,,,,,,6,,,,
XSIM2,WORK_ITEM,W_ERRMSG,None,None,None,None,,,,,,,,,,200,,,,
XSIM2,WORK_ITEM,W_ERRITM,None,None,None,None,,,,,,,,,,50,,,,
XSIM2,WORK_ITEM,W_MAIN_BLK,None,None,None,None,,,,,,,,,,50,,,,
XSIM2,WORK_ITEM,W_BULKUPD_BLK,None,None,None,None,,,,,,,,,,50,,,,
XSIM2,WORK_ITEM,W_DUMMY,None,None,None,None,,,,,,,,,,200,,,,
XSIM2,WORK_ITEM,W_DETAIL_BLK,None,None,None,None,,,,,,,,,,50,,,,
XSIM2,WORK_ITEM,W_CURRENT_BLK,None,None,None,Upper,false,,,,,,,false,,,,53,15,
XSIM2,WORK_ITEM,W_CRITERIA_BLK,None,None,None,None,,,,,,,,,,50,,,,
XSIM2,WORK_ITEM,W_CONTROL_BLK,None,None,None,None,,,,,,,,,,50,,,,
XSIM2,WORK_ITEM,W_CHANGED,None,None,None,None,,,,,,,,,,50,,,,
XSIM2,WORK_ITEM,W_DIV,None,None,None,None,,,,,,,,,,50,,,,
XSIM2,WORK_ITEM,W_CHAR,None,None,None,None,false,,,,,,,false,,50,,60,17,
