FormName,cursorId,BindVariable
XSIRPM2,3591,INVNO_TO
XSIRPM2,3591,INVNO_TO
XSIRPM2,3591,INVNO_FROM
XSIRPM2,3591,INVNO_FROM
XSIRPM2,3591,:GLOBAL.G_DIVCOD
